link,sha
https://github.com/leezythu/UCTR,675ee33d0ba746f270b6988c976739f616d5fde9
https://github.com/iamkubi/pydactyl,6f7d30089841791fb277bc4998a29b9cd91b43c1
https://github.com/drunsinn/pyLSV2,d9fcb7f2c544861bb0cdda71fc75bde1ba367bc1
https://github.com/backtrackbaba/cowin,de876c2ca02165a2116f19e92ee54ad33bba23d2
https://github.com/DeepLink-org/DLOP-Bench,103339b2dd1816840148049eaee4b7e7fce527ef
https://github.com/dice-group/palmetto-py,a5c1d4d5183427799c5a4747f9a21082630800d3
https://github.com/commons-stack/commons-simulator,39ea92cde6ffb6940494cb644fa17aafb4144e9f
https://github.com/ESMG/gridtools,de0a18c1ce0807748aa70023300dfc415277bd4c
https://github.com/kaelzhang/DA-RNN-in-Tensorflow-2-and-PyTorch,1a30c3dffd7e8556c775480faa500d84fed5334c
https://github.com/mozilla/glean-dictionary,f75b25f09c18e70352c83f6993efdf7b24b80f5c
https://github.com/gahjelle/advent_of_code,259ff1892196cc34aa3ec1ac16812721c39da1c2
https://github.com/leonardodalinky/pywmapi,2a4f8bc66230c2f35438c73e402a2673cb8e53c8
https://github.com/profcomff/timetable-api,5b553c0a12e134eece243786947b67873d13b89a
https://github.com/CommerceDataService/patent-process-and-search,a8d3e592ac155a32b74acc084d1244f4348d5677
https://github.com/zheminzhou/SPARSE,deb9361df7aaa4c47ba3991a404f172f27c767ac
https://github.com/Snowflake-Labs/geff,6caf935c34c0109c4e9876837a951c81302d20a8
https://github.com/juftin/textual-universal-directorytree,9cbf049dac89a0d2d3bd9743975ee306e12092d6
https://github.com/PRIDE-Archive/pridepy,750938f76ab6a298acaeaa8bfa2f49299f0023ed
https://github.com/pyvec/docs.pyvec.org,7c45e52819a77345473991e06be44672b20ab891
https://github.com/lareferencia/dspace-stats-collector,f88a67849571566abfcd4456992da30954392d80
https://github.com/DIG-Kaust/pymarchenko,2b5ebbda5b7e039e03e3ad13734f91f22b7205a4
https://github.com/bo4e/BO4E-python,0841f83f6b9ea8b72dd7e0186c62d5872c822e61
https://github.com/softbutterfly/glovo-api-python,f6760325b5cb0a68da05b507e471ed99149b5dc2
https://github.com/Daylily-Informatics/zebra_day,a46b6f7ed57cd9a10f3578ea5388909838cb3316
https://github.com/open-contracting/kingfisher-summarize,8fb56b4197235423805904fb31f71222088860da
https://github.com/ReaJason/xhs,eb1c5a0213f6fbb592f0a2897ee552847c69ea2d
https://github.com/Santandersecurityresearch/corsair_scan,35428a754d4c48baf4660402d90896b2bc20c49f
https://github.com/tomchristie/django-rest-raml,295bfe044a12731cb7485b3955d64e320d417ac7
https://github.com/mik-laj/streamlit-ketcher,e85a0e48d6afe81ae74bbaa80d88824a0cb8bb2d
https://github.com/pollination/queenbee-pollination,0e016791194ab3c9f18a7f84925e8217a1ffa183
https://github.com/glean-notes/daktari,27c9a8b1b231b4e570084b85570d9088688e6774
https://github.com/sfradkin/livecode-archive,fed6baecfbff5de0b01e4eb6bebac0f86aba0eb2
https://github.com/jamesridgway/devdeck-core,d4706eaf6df14df8a49166d812e12f67ac14fb89
https://github.com/appleparan/template.py,d5d7f44cee35b3e54bd6ed2942668e4ea2978c45
https://github.com/xambroz/rpms-infosec,718a298564a40f68ddcdfe287de039e0278d4149
https://github.com/crchende/sysinfo,f80f2ca368776d3a56a65cdabfd90331fa20373c
https://github.com/finsberg/IN1910,57332a69958fe88be85066332a64a8e34ff73c19
https://github.com/pallets/markupsafe,2390dd2360a9a84f1f26b2de3651bc4536fed3b9
https://github.com/python-useful-helpers/exec-helpers,0b32a78cf5a967aa3fc8d5fe29aa78197ad31ce2
https://github.com/mozilla/bleach,4bc1bff36841c04152525b8e57fd3740f34ec796
https://github.com/thombashi/tcconfig,f19f84c9adf7ddd7862c9f5612c557bb7a2ed698
https://github.com/ucb-art/BAG_framework,daf4b0aaa72f056c7b3c90a402812a07dba9b4d7
https://github.com/joshtemple/lkml,3b08d65c6d083dc44648735e96f14a796a84ba13
https://github.com/mkayeterry/recipe-urls,742d8f0822b06f72d19bba50db98aad456c6957c
https://github.com/plotly/dash,129c942fb1f675e9204f0d26b367afc13dd6a005
https://github.com/apragacz/django-rest-registration,2b77b4ad9e14f81a4653b1dfbdc86603c666de29
https://github.com/rrwick/Trycycler,77d1be8cf786969a3821f3c04086df60b39ff781
https://github.com/pyfar/spharpy,b0e33c05027cb4596e6bb7a7bb83e4f785dc5e99
https://github.com/City-of-Helsinki/django-orghierarchy,8f3fa4602183898aebe22547063312ea781602ac
